"name","state","district","category","description","address","latitude","longitude","estimated_cost","opening_hours","image_url","is_active","visit_duration_min","festival_start_date","festival_end_date","halal_status","is_outdoor","best_time_to_visit","dress_code_required","website_url","phone_number","avg_rating","rating"
"Kampung Gipsi Sabah Cultural Village","Sabah","Kota Kinabalu","culture","Kampung Gipsi Sabah Cultural Village is a culture stop in Kota Kinabalu, Sabah, useful for local cultural exploration. It is located around k491, Kampung Kasuapan, 88841 Kota Kinabalu, Sabah, Malaysia. Google Places shows a rating context of 4.7/5 from about 11 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","k491, Kampung Kasuapan, 88841 Kota Kinabalu, Sabah, Malaysia","5.9983958","116.0609517","0.00","Monday: 8:00 AM - 4:00 PM | Tuesday: 7:30 AM - 4:00 PM | Wednesday: 8:00 AM - 4:00 PM | Thursday: 8:00 AM - 4:00 PM | Friday: 8:00 AM - 4:00 PM | Saturday: 8:00 AM - 4:00 PM | Sunday: 8:00 AM - 4:00 PM","uploads/places/google_bulk_kampung_gipsi_sabah_cultural_village_sabah_kota_kinabalu_64dbc71be5.jpg","1","90","","","","0","Morning or afternoon","0","https://www.kampunggipsisabah.com/","011-3642 2148","4.70","4.70"
"Kokol Hill Elf","Sabah","Kota Kinabalu","culture","Kokol Hill Elf is a culture stop in Kota Kinabalu, Sabah, useful for local cultural exploration. It is located around Kota Kinabalu, Sabah, Malaysia. Google Places shows a rating context of 4.2/5 from about 1528 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Kota Kinabalu, Sabah, Malaysia","6.0241044","116.1940301","0.00","Monday: 10:00 AM - 7:00 PM | Tuesday: 10:00 AM - 7:00 PM | Wednesday: 10:00 AM - 7:00 PM | Thursday: 10:00 AM - 7:00 PM | Friday: 10:00 AM - 7:00 PM | Saturday: 10:00 AM - 7:00 PM | Sunday: 10:00 AM - 7:00 PM","uploads/places/google_bulk_kokol_hill_elf_sabah_kota_kinabalu_a648855e93.jpg","1","90","","","","0","Morning or afternoon","0","https://www.facebook.com/KOKOLELF/","016-831 3220","4.20","4.20"
"UMS Museum","Sabah","Kota Kinabalu","museum","UMS Museum is a museum stop in Kota Kinabalu, Sabah, useful for history, exhibits, and educational visits. It is located around 88400 Kota Kinabalu, Sabah, Malaysia. Google Places shows a rating context of 4.1/5 from about 47 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","88400 Kota Kinabalu, Sabah, Malaysia","6.0361096","116.1152174","10.00","Monday: 9:00 AM - 4:30 PM | Tuesday: 9:00 AM - 4:30 PM | Wednesday: 9:00 AM - 4:30 PM | Thursday: 9:00 AM - 4:30 PM | Friday: 9:00 AM - 4:30 PM | Saturday: Closed | Sunday: Closed","uploads/places/google_bulk_ums_museum_sabah_kota_kinabalu_bfba171eb0.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=6238226559399543151","088-320 000 ext. 1650","4.10","4.10"
"Marlin Statue","Sabah","Kota Kinabalu","culture","Marlin Statue is a culture stop in Kota Kinabalu, Sabah, useful for local cultural exploration. It is located around Jln Tun Fuad Stephens, Pusat Bandar Kota Kinabalu, 88000 Kota Kinabalu, Sabah, Malaysia. Google Places shows a rating context of 4.2/5 from about 295 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jln Tun Fuad Stephens, Pusat Bandar Kota Kinabalu, 88000 Kota Kinabalu, Sabah, Malaysia","5.9849383","116.0744884","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_marlin_statue_sabah_kota_kinabalu_234e7cb097.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=1164166126586056003","","4.20","4.20"
"Kota Kinabalu Wetland Ramsar Site","Sabah","Kota Kinabalu","nature","Kota Kinabalu Wetland Ramsar Site is a nature stop in Kota Kinabalu, Sabah, useful for outdoor scenery and eco-tourism. It is located around Jln Bukit Bendera, Upper Likas, 88400 Kota Kinabalu, Sabah, Malaysia. Google Places shows a rating context of 4.0/5 from about 498 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jln Bukit Bendera, Upper Likas, 88400 Kota Kinabalu, Sabah, Malaysia","5.9879578","116.0892242","0.00","Monday: Closed | Tuesday: 8:00 AM - 5:00 PM | Wednesday: 8:00 AM - 5:00 PM | Thursday: 8:00 AM - 5:00 PM | Friday: 8:00 AM - 5:00 PM | Saturday: 8:00 AM - 5:00 PM | Sunday: 8:00 AM - 5:00 PM","uploads/places/google_bulk_kota_kinabalu_wetland_ramsar_site_sabah_kota_kinabalu_b0e75e9cee.jpg","1","120","","","","1","Morning","0","http://sabahwetlands.org/","088-246 955","4.00","4.00"
"Tanjung Aru Beach","Sabah","Kota Kinabalu","culture","Tanjung Aru Beach is a culture stop in Kota Kinabalu, Sabah, useful for local cultural exploration. It is located around Tanjung Aru Beach Resort, Tanjung Aru, 88100 Kota Kinabalu, Sabah, Malaysia. Google Places shows a rating context of 4.3/5 from about 13959 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Tanjung Aru Beach Resort, Tanjung Aru, 88100 Kota Kinabalu, Sabah, Malaysia","5.9473842","116.0455771","0.00","Monday: 10:00 AM - 11:00 PM | Tuesday: 10:00 AM - 11:00 PM | Wednesday: 10:00 AM - 11:00 PM | Thursday: 10:00 AM - 11:00 PM | Friday: 10:00 AM - 11:00 PM | Saturday: 10:00 AM - 11:00 PM | Sunday: 10:00 AM - 11:00 PM","uploads/places/google_bulk_tanjung_aru_beach_sabah_kota_kinabalu_1b905bd582.jpg","1","90","","","","1","Morning or afternoon","0","https://maps.google.com/?cid=1697797055601177772","016-833 0678","4.30","4.30"
"Koisaan Cultural Village (KCV)","Sabah","Kota Kinabalu","culture","Koisaan Cultural Village (KCV) is a culture stop in Kota Kinabalu, Sabah, useful for local cultural exploration. It is located around 408, P, O Box, Hongkod Koisaan, KM. 8, Jalan Penampang, 89509 Penampang, Sabah, Malaysia. Google Places shows a rating context of 4.5/5 from about 1385 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","408, P, O Box, Hongkod Koisaan, KM. 8, Jalan Penampang, 89509 Penampang, Sabah, Malaysia","5.9232772","116.0902886","0.00","Monday: 9:00 AM - 5:00 PM | Tuesday: 9:00 AM - 5:00 PM | Wednesday: 9:00 AM - 5:00 PM | Thursday: 9:00 AM - 5:00 PM | Friday: 9:00 AM - 5:00 PM | Saturday: 9:00 AM - 5:00 PM | Sunday: 1:00 - 6:00 PM","uploads/places/google_bulk_koisaan_cultural_village_kcv_sabah_kota_kinabalu_fd6efd1dfb.jpg","1","90","","","","0","Morning or afternoon","0","https://kcv.kdca.org.my/","011-2534 3062","4.50","4.50"
"Masjid Bandaraya Kota Kinabalu","Sabah","Kota Kinabalu","heritage","Masjid Bandaraya Kota Kinabalu is a heritage stop in Kota Kinabalu, Sabah, useful for religious, architectural, or historical heritage. It is located around Jalan Pasir, Jalan Teluk Likas, Kampung Likas, 88400 Kota Kinabalu, Sabah, Malaysia. Google Places shows a rating context of 4.5/5 from about 8852 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Pasir, Jalan Teluk Likas, Kampung Likas, 88400 Kota Kinabalu, Sabah, Malaysia","5.9954925","116.1082195","0.00","Monday: 8:00 AM - 10:00 PM | Tuesday: 8:00 AM - 10:00 PM | Wednesday: 8:00 AM - 10:00 PM | Thursday: 8:00 AM - 10:00 PM | Friday: 9:00 AM - 10:00 PM | Saturday: 9:00 AM - 10:00 PM | Sunday: 8:00 AM - 10:00 PM","uploads/places/google_bulk_masjid_bandaraya_kota_kinabalu_sabah_kota_kinabalu_aff50db6ea.jpg","1","90","","","","0","Morning or afternoon","1","https://sites.google.com/view/mbrkotakinabalu/home","088-205 418","4.50","4.50"
"Agnes Keith House","Sabah","Sandakan","museum","Agnes Keith House is a museum stop in Sandakan, Sabah, useful for history, exhibits, and educational visits. It is located around 296, Jalan Utara, 90000 Sandakan, Sabah, Malaysia. Google Places shows a rating context of 4.4/5 from about 664 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","296, Jalan Utara, 90000 Sandakan, Sabah, Malaysia","5.8428086","118.1161937","5.00","Monday: 9:00 AM - 5:00 PM | Tuesday: 9:00 AM - 5:00 PM | Wednesday: 9:00 AM - 5:00 PM | Thursday: 9:00 AM - 5:00 PM | Friday: 9:00 AM - 5:00 PM | Saturday: 9:00 AM - 5:00 PM | Sunday: 9:00 AM - 5:00 PM","uploads/places/google_bulk_agnes_keith_house_sabah_sandakan_c6bfb435b5.jpg","1","90","","","","0","Morning or afternoon","0","https://museum.sabah.gov.my/exhibition/72","089-221 140","4.40","4.40"
"Sandakan Memorial Park","Sabah","Sandakan","nature","Sandakan Memorial Park is a nature stop in Sandakan, Sabah, useful for outdoor scenery and eco-tourism. It is located around 90702, Jalan Labuk, 90000 Sandakan, Sabah, Malaysia. Google Places shows a rating context of 4.4/5 from about 1473 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","90702, Jalan Labuk, 90000 Sandakan, Sabah, Malaysia","5.8882734","118.0474989","0.00","Monday: 8:00 AM - 5:00 PM | Tuesday: 8:00 AM - 5:00 PM | Wednesday: 8:00 AM - 5:00 PM | Thursday: 8:00 AM - 5:00 PM | Friday: 8:00 AM - 5:00 PM | Saturday: 8:00 AM - 5:00 PM | Sunday: 8:00 AM - 5:00 PM","uploads/places/google_bulk_sandakan_memorial_park_sabah_sandakan_e1ac08603e.jpg","1","120","","","","1","Morning","0","https://www.sabahtourism.com/destination/sandakan-memorial-park/","089-275 400","4.40","4.40"
"Rainforest Discovery Centre (RDC)","Sabah","Sandakan","nature","Rainforest Discovery Centre (RDC) is a nature stop in Sandakan, Sabah, useful for outdoor scenery and eco-tourism. It is located around Jalan Fabia, Sepilok, 90715 Sandakan, Sabah, Malaysia. Google Places shows a rating context of 4.6/5 from about 1505 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Fabia, Sepilok, 90715 Sandakan, Sabah, Malaysia","5.8764701","117.9443133","0.00","Monday: 8:00 AM - 5:00 PM | Tuesday: 8:00 AM - 5:00 PM | Wednesday: 8:00 AM - 5:00 PM | Thursday: 8:00 AM - 5:00 PM | Friday: 8:00 AM - 5:00 PM | Saturday: 8:00 AM - 5:00 PM | Sunday: 8:00 AM - 5:00 PM","uploads/places/google_bulk_rainforest_discovery_centre_rdc_sabah_sandakan_6a14b0f97b.jpg","1","120","","","","1","Morning","0","https://www.rainforestdiscoverycentre.org/","089-533 780","4.60","4.60"
"Labuk Bay Proboscis Sanctuary - Platform A","Sabah","Sandakan","culture","Labuk Bay Proboscis Sanctuary - Platform A is a culture stop in Sandakan, Sabah, useful for local cultural exploration. It is located around Sandakan, Sabah, Malaysia. Google Places shows a rating context of 4.3/5 from about 410 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Sandakan, Sabah, Malaysia","5.935544","117.8094433","0.00","Monday: 8:00 AM - 5:00 PM | Tuesday: 8:00 AM - 5:00 PM | Wednesday: 8:00 AM - 5:00 PM | Thursday: 8:00 AM - 5:00 PM | Friday: 8:00 AM - 5:00 PM | Saturday: 8:00 AM - 5:00 PM | Sunday: 8:00 AM - 5:00 PM","uploads/places/google_bulk_labuk_bay_proboscis_sanctuary_platform_a_sabah_sandakan_d247efb85b.jpg","1","90","","","","0","Morning or afternoon","0","https://www.proboscis.cc/","089-672 133","4.30","4.30"
"Sandakan Rainforest Park","Sabah","Sandakan","nature","Sandakan Rainforest Park is a nature stop in Sandakan, Sabah, useful for outdoor scenery and eco-tourism. It is located around Unnamed Rd, 90000 Sandakan, Sabah, Malaysia. Google Places shows a rating context of 4.5/5 from about 310 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Unnamed Rd, 90000 Sandakan, Sabah, Malaysia","5.8511128","118.0642084","0.00","Monday: 7:00 AM - 6:00 PM | Tuesday: 7:00 AM - 6:00 PM | Wednesday: 7:00 AM - 6:00 PM | Thursday: 7:00 AM - 6:00 PM | Friday: 7:00 AM - 6:00 PM | Saturday: 7:00 AM - 6:00 PM | Sunday: 7:00 AM - 6:00 PM","uploads/places/google_bulk_sandakan_rainforest_park_sabah_sandakan_7c0318a0ad.jpg","1","120","","","","1","Morning","0","https://m.facebook.com/sandakanrfp/","089-531 522","4.50","4.50"
"Pusat Pemuliharaan Orang Utan Sepilok","Sabah","Sandakan","culture","Pusat Pemuliharaan Orang Utan Sepilok is a culture stop in Sandakan, Sabah, useful for local cultural exploration. It is located around Pusat Pemulihan Orangutan Sepilok, Jalan, 14, Jalan Sepilok, Sepilok, 90009 Sandakan, Sabah, Malaysia. Google Places shows a rating context of 4.5/5 from about 3229 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Pusat Pemulihan Orangutan Sepilok, Jalan, 14, Jalan Sepilok, Sepilok, 90009 Sandakan, Sabah, Malaysia","5.864903","117.9487899","0.00","Monday: 9:00 AM - 12:00 PM, 2:00 - 4:00 PM | Tuesday: 9:00 AM - 12:00 PM, 2:00 - 4:00 PM | Wednesday: 9:00 AM - 12:00 PM, 2:00 - 4:00 PM | Thursday: 9:00 AM - 12:00 PM, 2:00 - 4:00 PM | Friday: 9:00 - 11:00 AM, 2:00 - 4:00 PM | Saturday: 9:00 AM - 12:00 PM, 2:00 - 4:00 PM | Sunday: 9:00 AM - 12:00 PM, 2:00 - 4:00 PM","uploads/places/google_bulk_pusat_pemuliharaan_orang_utan_sepilok_sabah_sandakan_26c6acdb5a.jpg","1","90","","","","0","Morning or afternoon","0","https://sites.google.com/view/pusatpemulihanorangutansepilok/home","","4.50","4.50"
"Sandakan Crocodile Farm","Sabah","Sandakan","culture","Sandakan Crocodile Farm is a culture stop in Sandakan, Sabah, useful for local cultural exploration. It is located around Mile 8, Jalan Labuk, 90000 Sandakan, Sabah, Malaysia. Google Places shows a rating context of 4.0/5 from about 1396 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Mile 8, Jalan Labuk, 90000 Sandakan, Sabah, Malaysia","5.8841826","118.0401883","0.00","Monday: 8:00 AM - 5:00 PM | Tuesday: 8:00 AM - 5:00 PM | Wednesday: 8:00 AM - 5:00 PM | Thursday: 8:00 AM - 5:00 PM | Friday: 8:00 AM - 5:00 PM | Saturday: 8:00 AM - 5:00 PM | Sunday: 8:00 AM - 5:00 PM","uploads/places/google_bulk_sandakan_crocodile_farm_sabah_sandakan_ee2ac2e14f.jpg","1","90","","","","0","Morning or afternoon","0","http://sabah.attractionsinmalaysia.com/Sandakan-Crocodile-Farm.php","089-660 666","4.00","4.00"
